model,property,algorithm,seed,simulations,time,robustness,falsified,input,control points,exploration ratio,budget,explore,uniform,prefix,suffix
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-3125765779338218108,49.0,12.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,137,1,3,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,5661578678589137472,20.0,5.0,-1.5022511060874848,yes,"[0.0 37.5 0.0; 10.0 0.0 284.375; 20.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,51,0,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-5858622494579288512,56.0,14.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 25.0 0.0; 30.0 25.0 0.0]","2 2 3 3 3 4",0.25,300,157,3,3,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,783392847244362256,21.0,5.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 25.0 0.0; 30.0 25.0 0.0]","2 2 3 3 3 4",0.25,300,57,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2061463174196035391,69.0,19.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,199,3,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,5257773921388784411,109.0,27.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,294,9,10,10
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,1321960164503073763,30.0,7.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,79,0,2,2
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-4091959759408271331,29.0,7.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 15.625 325.0; 17.5 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,81,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,399141356010451232,25.0,6.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,67,2,3,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,1979468175198225560,53.0,13.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,142,5,2,5
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2786018503823818630,28.0,7.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,77,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-8189998299623619922,25.0,6.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 50.0 243.75; 30.0 50.0 243.75]","2 2 3 3 3 4",0.25,300,68,0,2,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-1238182642628669021,24.0,5.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 50.0 325.0; 30.0 50.0 325.0]","2 2 3 3 3 4",0.25,300,66,1,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2440191844082144839,73.0,18.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,208,3,1,2
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,3812617848029351437,66.0,16.0,-1.5025651777081066,yes,"[0.0 37.5 0.0; 10.0 0.0 243.75; 20.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,183,2,2,5
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2483399182279261281,47.0,11.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 81.25; 30.0 0.0 81.25]","2 2 3 3 3 4",0.25,300,134,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-7655566204510606276,23.0,5.0,-1.503821464190608,yes,"[0.0 37.5 0.0; 10.0 37.5 81.25; 17.5 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,57,1,2,2
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-1099416027473340415,118.0,28.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,318,12,10,11
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,1904942669222920611,31.0,7.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 12.5 0.0; 20.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,83,1,2,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,3684123866908440093,52.0,12.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 15.625 325.0; 30.0 15.625 325.0]","2 2 3 3 3 4",0.25,300,149,0,0,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2519835757038516610,40.0,9.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 25.0 0.0; 30.0 25.0 0.0]","2 2 3 3 3 4",0.25,300,102,4,5,3
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2558308656108092873,51.0,13.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,138,5,1,4
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-4034165598814935216,61.0,15.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,172,3,0,4
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2878773874040215545,36.0,8.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,95,0,2,5
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,4793752928279633282,31.0,7.0,-1.503821464190608,yes,"[0.0 37.5 0.0; 10.0 0.0 81.25; 20.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,87,1,1,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,7341250929446496782,39.0,9.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 25.0 325.0; 30.0 25.0 325.0]","2 2 3 3 3 4",0.25,300,103,3,1,4
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,5009423213104267413,41.0,9.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,111,3,1,2
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,8398131510844509988,19.0,4.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 12.5 0.0; 30.0 12.5 0.0]","2 2 3 3 3 4",0.25,300,51,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-425791213901940698,56.0,13.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,158,2,2,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2128497215210730704,66.0,16.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 25.0 0.0; 30.0 25.0 0.0]","2 2 3 3 3 4",0.25,300,179,7,6,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,6613141304237231338,35.0,8.0,-1.5044496074318587,yes,"[0.0 37.5 0.0; 10.0 0.0 0.0; 25.0 0.0 162.5; 30.0 0.0 162.5]","2 2 3 3 3 4",0.25,300,100,0,0,0
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,4481414029132217353,30.0,7.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,79,1,3,3
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,7895264074245663132,32.0,7.0,-1.5031933209493644,yes,"[0.0 37.5 0.0; 10.0 0.0 162.5; 25.0 0.0 325.0; 30.0 0.0 325.0]","2 2 3 3 3 4",0.25,300,86,2,1,1
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,4410687185976747630,35.0,8.0,-1.501937034466863,yes,"[0.0 37.5 0.0; 10.0 0.0 325.0; 25.0 0.0 0.0; 30.0 0.0 0.0]","2 2 3 3 3 4",0.25,300,96,1,1,0
