model,property,algorithm,seed,simulations,time,robustness,falsified,control points,budget,solver,exploration ratio
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,783392847244362256,21.0,4.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2061463174196035391,69.0,13.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,5257773921388784411,109.0,20.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,1321960164503073763,30.0,5.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-4091959759408271331,29.0,5.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,399141356010451232,25.0,4.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,1979468175198225560,53.0,10.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2786018503823818630,28.0,5.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-8189998299623619922,25.0,4.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-1238182642628669021,24.0,4.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2440191844082144839,73.0,13.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,3812617848029351437,66.0,12.0,-1.5025651777081066,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2483399182279261281,47.0,8.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-7655566204510606276,23.0,4.0,-1.503821464190608,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-1099416027473340415,118.0,22.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,1904942669222920611,31.0,6.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,3684123866908440093,52.0,10.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2519835757038516610,40.0,7.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-2558308656108092873,51.0,9.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-4034165598814935216,61.0,11.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2878773874040215545,36.0,6.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,4793752928279633282,31.0,5.0,-1.503821464190608,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,7341250929446496782,39.0,7.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,5009423213104267413,41.0,7.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,8398131510844509988,19.0,3.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,-425791213901940698,56.0,10.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2128497215210730704,66.0,12.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,6613141304237231338,35.0,6.0,-1.5044496074318587,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,4481414029132217353,30.0,5.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,7895264074245663132,32.0,6.0,-1.5031933209493644,yes,"2 2 3 3 3 4",300,,0.25
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,4410687185976747630,35.0,6.0,-1.501937034466863,yes,"2 2 3 3 3 4",300,,0.25

